interaction_id,user_id,alert_id,time_of_reaction,affirmative
2519b09f-1e84-4489-b631-8d3dab092f24,deb8527f-1f46-4d48-8e20-7663bad9658a,6cda19ea-0795-4306-815f-99bc628c356a,2024-10-21 07:17:33.804854,False
f5d37549-891a-4032-9ecf-8ad89c91274c,43c995c8-48d1-42c4-8fbd-28bbfb5aecf0,0b55c53d-6f55-41c8-ba78-6a0e73f46b27,2024-02-14 14:42:54.847886,True
6a483619-7ece-4ab3-ac15-cbce2db787f8,34ba1d46-6729-4e51-894b-4616d34a4778,6cda19ea-0795-4306-815f-99bc628c356a,2024-03-24 08:58:40.857155,False
3f07ff57-5751-4690-8c60-975aa546a33f,6c633acb-2ffa-4986-973f-bfd3dcd6da63,08dfc6fb-e330-4e80-afb2-f8e53b9c0c56,2024-02-13 07:19:36.849887,True
2a5a1238-0966-4656-a104-e12d8b936695,b4fd7229-5c8a-4958-aed8-1dac8e9ece2e,7b7f02a7-9500-49fe-978a-3656f97aadea,2024-03-11 21:46:28.152959,True
ec63b941-9a30-466c-ad15-de20915d25dd,f143497d-2929-44f3-aab5-08205e524fcd,5c538388-248e-483d-9904-7b5d68f4b4b7,2024-12-03 19:33:47.923179,True
4a3366c2-d57a-4c61-a2b6-cc14aaa0d98e,0e00541d-11a6-4ab2-b630-2d376bb8c332,3aba2e02-2e57-45c0-879d-0636e2942877,2024-02-14 14:18:43.686941,False
291f129e-daaa-4d99-8f19-0fef36068e7a,7aa71fc3-14e8-4013-ba70-d39d0745d570,4e2ae50d-dec4-4006-bd30-d190864003c0,2024-02-23 00:54:27.060123,False
62394405-cc37-4ba7-a67e-84444d64ec0c,7dfeb0fe-98b7-4619-8227-6275c6fdcdd1,13e4e157-5e5f-4288-902e-c2183a27dd26,2024-09-03 18:36:21.265770,False
2acf83bf-f72b-4ec1-8a33-ffb52b5146d0,2466f818-f74a-4798-b76a-10da7dff9fbd,c777ecd4-0159-474f-8cb2-60c8627dd5f9,2024-07-14 00:43:35.107443,False
24c9d4db-3fde-4a37-b952-2c63ea060d31,af1b3093-aa81-4a1b-bf48-21752c61a098,70816eb0-ec02-4b9a-986a-59ed6330c000,2024-04-15 07:10:30.206999,False
ad8c5e41-501a-4d66-b338-1d29c80e1db1,5175b082-f56f-424c-9c37-dbf3012ff173,76872ab3-394a-42ad-8190-0e5a5b0893f1,2024-09-05 22:12:13.131458,False
99dd4cb0-c641-4edb-991e-47c86d20c9d3,136a95f7-8bbb-440c-b384-f3e72d165d47,d5b841ce-ec23-4633-bac8-be03b00c7637,2024-12-18 23:06:25.003906,False
cfaf6fb5-0774-4f35-b3cc-0d1700f19823,76803e94-6115-4f1d-9007-865a0c38482c,48400ed7-a375-4e48-bead-22af8cbfa17b,2024-07-15 18:12:47.063658,False
227c2def-f43f-418d-adcf-76fac71766d1,061e2562-b417-43bb-9c77-b7fd09a23a3f,73ec73a1-d44a-42ee-be89-5d458ea5f59b,2024-02-29 02:43:32.782935,False
a87e5647-36c0-4b37-a0dd-f07849e74404,71031b69-2ce1-4340-bd99-857b67ad16d4,d71d4518-e15a-4108-9d5d-b77a4e433f13,2024-05-11 15:23:48.635751,True
878c6f42-9549-4bd9-8065-29f741b49748,855a61e0-9dba-4985-a5db-e0f2251336d5,e0cea36c-df80-45fb-88d5-4320a62765ed,2024-04-03 20:30:18.527962,False
3ab57f2d-9e12-4ea6-8266-5d56e56819b6,e2bb5be8-5b7a-4dbc-8f68-ba7bb1fbbb34,13985df9-dae8-4aa3-98e8-e81b24cd55c1,2024-07-25 00:24:48.831945,True
5b983ad6-c4c5-4633-aac6-fc66c03b1c3d,7c20d503-dc16-45b5-9350-821e8a3650a3,5194da7b-7e19-4c4c-b39d-36909e0f564c,2024-05-13 21:23:25.419722,True
39c7a380-e111-448b-9b04-c150604ccfe4,c9f75fea-688d-454f-aa23-2633505cd75f,b5560625-4546-4c91-b63a-3869183404b5,2024-05-15 08:00:00.963462,False
03ae7269-5e36-468e-8d97-7ee702dcc83d,3227c4f6-0bc6-4848-8931-74105673e051,cc172d8b-4d56-4605-aac7-c6e3d38a15d1,2024-09-27 06:43:55.400448,True
b07b19e8-a8d4-4407-83d7-e4767bce91aa,22db5fae-4128-446a-a5f6-47888c7c368c,6cf1ca1f-ec25-4faf-9c1f-76adea7c2356,2024-04-01 04:39:46.344363,False
c9dbc3e1-3df3-4a19-90de-cf3e32bfe9bd,6cfce00f-6058-49de-a3f3-cb92198c0af1,d6f3b7d0-8f54-4d76-94db-e87992fc0b32,2024-04-15 03:21:50.683688,True
9376a472-2939-4930-abdb-bde041c4d591,03e7b53d-2877-4ba2-bae6-55932109269f,37e130d5-31c0-4ce6-86d5-8c2dd147f9a5,2024-02-24 08:40:48.376573,True
dd099714-9204-4c28-9a25-5126f48e87ec,4c7eb01d-5d6b-4de3-afaa-d01421bd4001,48400ed7-a375-4e48-bead-22af8cbfa17b,2024-02-03 13:44:13.716413,False
ff0b4d3b-0270-4d20-a469-2d33addfbb69,ab82666a-4b35-4ea0-9473-9d38afe3a808,58b7aed6-2502-43a3-86cc-6ef18768ab78,2024-02-26 17:24:30.022284,False
fb80bafe-08b3-4c40-a49c-0f8550ac0de0,af3c4a8b-c206-4382-91ed-7ffe7fc5ba38,8b2b2423-38ef-4056-b3c9-0cf2536a7ffe,2024-04-27 15:55:49.523532,True
5c6e12b6-8fad-4819-bd5f-5f46586f6839,2ee554fd-1bde-4478-b2b6-41f059572410,6b99e8cd-b3b3-42fc-b3b6-5c1949b6e15c,2024-05-19 23:05:33.286436,True
5401621a-5ef7-40e0-9eae-60f7252e540a,2a88b048-3663-4306-a13a-7cea48f8a0ce,41f4a65f-34e3-4a80-9434-6f5e2546e2d8,2024-02-08 05:44:23.781944,False
3e8299c1-c7e2-4489-a74e-a6102f0322af,49f70bbf-6d72-4def-9189-ac832ee21639,62408ccc-5a4a-43d5-86a5-ca971498bc3b,2024-11-26 19:23:29.749059,False
e3a5d754-ebba-460d-a1e5-3a2395047ad1,75b8b5d8-3df1-402d-9727-8522a5644bf5,7815d3ed-adbc-4dd5-a976-a2205f13e9f8,2024-07-15 14:28:41.836897,True
b8e81e35-ac7f-41a7-88e3-aef7abc7b583,95388382-0d56-483d-88d8-c9e91a89caa2,98f53414-ab43-4835-b6cb-a4c0bcb1399f,2024-04-21 19:20:06.311497,False
abf9e108-aa10-4deb-830f-3bacf26d3968,074f79dc-2cd6-4a30-bcb7-83b2b4e4c8c3,7b7f02a7-9500-49fe-978a-3656f97aadea,2024-06-23 04:08:23.640082,False
ec25991d-287f-4424-a734-67420a194a71,56913495-631c-4ac9-aa00-82f3d2ef0eee,12fe2b22-af55-4bcc-97bd-3e2a1d2a813e,2024-05-24 13:54:58.377019,False
889ae74a-65cc-44e7-ba6c-9c4f623e1864,c145ec3b-be98-47bf-a6da-6652be4786da,9d75fe6a-395f-46ed-8f6e-9101a567f331,2024-06-02 21:37:23.355614,False
01f8c75c-60fb-4f6d-b3ad-2257ba0ef8da,802ef651-13f2-427c-a081-782581584008,ea0d1520-9917-4666-bfde-fd1c75d2d99c,2024-12-10 11:44:57.506111,False
0720f0e5-dd69-4137-a033-796e24795e8d,5b4c4d3e-7677-4ce1-87a1-5b9d2a5dbbf5,b32cc789-c553-495b-a1cf-71ed04651076,2025-01-18 20:46:04.943493,True
3dfe7fba-48f7-49ce-ad33-b24d1db9a1c2,1a7d84a6-d9f1-4980-81cc-79d7b07911ef,f32d1f00-dd9a-4b35-aab8-1f61e3fb0c2a,2024-09-12 14:06:53.303132,True
79dae57e-c9b8-4761-a6c2-7a2f1de75184,784e8d4b-cf77-422a-a33b-22c0a4a09991,e1bbf051-be72-4ea4-9690-3e58878acc56,2024-02-29 20:46:49.189662,False
17e8484f-2035-482f-9c8d-874fa27f5516,c89e8789-95d7-440d-b7ff-5633bea198e0,61a01e37-4d6b-4a2f-9367-0a11a1ff47b5,2024-07-18 13:39:26.551697,False
4ae65210-1052-476d-bef2-46ceb3e635c4,032613a7-066f-4945-92f4-f661648b3e29,5c538388-248e-483d-9904-7b5d68f4b4b7,2024-06-26 00:03:36.638094,True
20102cf8-8224-4091-baee-a54a5b30f56b,fa7c25b0-89b2-4ec1-aefa-8e2f0da72ceb,334e7393-28b8-40d0-9d81-f3a3cd1d0741,2024-05-13 02:06:22.313563,True
8ebe794d-b2b1-4c52-ab3e-f61d6a56de26,c118e242-964a-4c24-8187-8fad545a0fdd,9fc35faa-9320-4a9d-a079-1c432c6759ff,2024-05-09 05:10:13.123792,True
86efc5b6-a21d-4eb3-9d03-98f7aceca8e2,fbd3b2e8-838f-4a22-93e5-3c94a7a5cdc2,c766f95f-bd15-4715-8d7b-f32dd95b5e7b,2024-05-28 19:36:57.966828,True
1cdb3d43-f59a-413d-8793-3f6901c65fa2,e4d4d45e-6ebd-472a-9174-17e0c0e79d2a,4e5331db-6b33-47d8-99c6-b35718ce18ea,2024-05-11 00:44:24.984198,True
8bfcbb3f-f7cf-4b98-adc1-6e21aa4d5fe5,f71a05ef-4092-4ed6-b5de-5bff4500409e,97fbb244-2484-4952-b165-783471c42479,2024-02-27 00:32:35.359921,False
66fb4129-c71d-406f-84d2-7b184b0b12ec,e59419ad-e111-4ef6-94f5-c8950f553652,22f1781b-a60f-4b13-85ac-6e1561d484b2,2024-08-09 20:30:45.566336,False
5b830a2e-d17f-4735-ad8f-3704e0b52954,64011d08-41c7-432a-8505-a8b1c61f569f,014eeed9-1aba-4808-b1b7-45a5c1f06394,2024-11-02 00:47:01.913219,True
c48192ca-f5b2-4de4-87d8-4b813d23f598,7c192ba6-803c-4e14-919b-6d729e8c75af,9461268a-70fc-4e5c-977e-2cfc63c4e571,2024-02-13 14:22:54.751649,True
bfd36531-ab51-44fd-ae7d-485191b013dc,28009274-b5fd-4c6c-9118-f0cf7dd1e5b4,4d41bfaa-e553-40af-8ab3-177a8b3534b0,2024-06-21 21:05:29.397197,True
b2288416-bab5-42b9-ba6d-8895a6a9d7ce,c1be244e-72ec-4f43-8e9c-b098dd93885d,dca6d39f-6bf5-4938-8736-091bd0a0b74a,2024-06-16 07:55:35.335150,False
d79a4e78-9990-4b94-add5-23e9af3e590f,dfc6f4a3-c4d3-4712-b97f-b923a3a7b3d7,13e4e157-5e5f-4288-902e-c2183a27dd26,2024-02-13 01:46:06.721970,True
bf6f1792-d0e5-4702-a0b3-f092ede46d2b,73cd83c0-ae7b-4ecf-b7bd-6be971737f8d,37e130d5-31c0-4ce6-86d5-8c2dd147f9a5,2024-11-21 00:37:26.084057,False
5c3e1e8d-d78a-4da4-9645-400269e35d93,065d654a-17db-43d3-bd19-e662cd4e2298,48400ed7-a375-4e48-bead-22af8cbfa17b,2024-10-02 12:45:57.939614,False
ed1499c2-8df1-43ae-9ef6-18013359d499,355c1975-9822-4643-9d79-868c8823024c,ee8ddded-ee72-453f-a376-e3f5eec18d1f,2024-11-20 04:22:35.690657,True
a023396f-2cf0-49ae-b209-06bd05547a15,6a648805-c82a-4c4b-8fd5-98672e01c53a,e9505502-0b3e-4de7-8249-f9f2a26fbcd0,2024-04-28 07:54:42.553252,True
c091c7bb-b713-42a4-9d8e-65c559a57264,4d95ea2a-52d3-4da0-9a04-40bf9f8e9f4d,4657e3cc-2e54-489f-bcc6-1bdaaeb5d0ba,2024-04-08 06:00:24.560414,True
caa1389d-6e7e-4075-a6e4-41e85c994e62,f41ad72d-48dd-4f40-ba95-5bcfd023b0a2,6604cdcc-fbfc-4be2-9e49-ac75e07ca2f8,2024-05-22 04:59:48.604699,False
272ba291-0433-4bbe-b1ae-b57dc0527ecb,e6f08e6e-6f9c-4957-87c5-83d61b20742c,0d483fe8-c07c-44de-bb37-e048ee63384d,2024-03-16 12:09:43.734960,True
8129c3fc-ca43-4b89-811f-45359a3d8fab,32e364c5-b4cd-4ebb-8d8b-38646ce65812,24b26b76-3518-4f8c-9e9a-2e5a68653388,2025-01-11 02:41:24.281817,False
049e4703-87c2-4374-a2ce-346237e6bc3e,fa7c25b0-89b2-4ec1-aefa-8e2f0da72ceb,df30294f-06a4-49cd-8c9b-f9af9f11e3bf,2024-03-10 13:26:20.197679,False
11ef354c-d8b1-46a7-827f-377be73d8211,8e2ed54d-396f-49c6-b370-586a81ef4890,d3d2117a-2571-4fbb-93b2-822016cc05c1,2024-09-20 12:45:16.055611,True
97ddbfee-94e0-44c3-8e63-6395999fd1ec,68caf9fe-159f-4daf-b3a9-773b9eb99668,ca234407-a192-4e5f-a601-2a8dd42ec856,2024-07-25 08:03:45.241395,True
7b503adc-7f7a-453e-9507-eb0e5c707ebf,23f66eb6-a151-4738-a3f1-29664e695c4c,180f4429-7ed5-49af-b5c7-dbbb4a9201a8,2024-10-27 09:32:44.399156,True
a6773611-b389-4874-b222-44965d37ccd7,baa66b81-968a-4327-926e-bc124dd83448,ca234407-a192-4e5f-a601-2a8dd42ec856,2024-10-07 04:09:15.913656,True
82bce71b-6ffc-4f71-936f-d3bb1483d78f,4874de46-6beb-486f-b814-d5fea18aa069,b6a53d19-f3b5-460e-9193-eb50494c943a,2024-02-28 06:47:01.354618,True
419803ac-17a4-4738-8ec5-6f10a6153b0f,22ba6569-b918-44c7-926f-fb25acc74918,2af0a668-456b-4b18-bce3-b88a774edaea,2024-11-11 03:51:43.141275,True
2a06f7b2-6bda-4408-903c-fa61aa8eb747,f5c88480-04f3-4821-a750-c7a49afb3b4a,4657e3cc-2e54-489f-bcc6-1bdaaeb5d0ba,2024-08-04 18:25:12.958580,True
b892b732-30b7-4de1-b848-8a4b45580cbc,bb4dc909-34c6-4aeb-9691-f4240b8dd51c,d0de82ed-15c8-4008-ba8d-eda147675be1,2024-12-24 11:53:35.365270,False
5940c65c-c61e-45fc-9e2e-87e4ba2a47cf,3441e104-74c0-46e2-a3cf-138c5ce94ffb,9461268a-70fc-4e5c-977e-2cfc63c4e571,2024-04-08 03:21:26.621641,True
7e460eaa-9844-4ea6-99b3-fadc9bd318da,213d42b7-d8a8-4671-919e-d728f1fe3dc2,f9bcf2a9-01f6-4530-8a26-0809728bf884,2024-05-11 23:46:33.022050,False
2e225ab1-f9bc-4e34-b75d-32d3209b2a13,5fb9f963-56a4-4dd7-ae20-ed5906633f3d,350f247a-d284-4e8a-9bb2-46e9f71d3ec4,2024-06-25 01:32:14.798397,False
fe9241e5-f039-4a80-875c-cae4ed1d8d0b,83717f6d-cd85-4348-b1d4-527346aa1b00,981a6e58-112b-4520-9e21-13dbb7a7e4ed,2024-05-08 04:18:59.415959,False
185cf649-5570-4d6a-b652-85187bb2cac4,ae267ee8-5746-48df-bc56-a69cd2242fe2,b77f1db8-af20-4b49-b2e9-fccaefeab2e8,2024-08-16 21:42:32.230670,True
8a1890c6-6a66-4657-8013-a0d8f4e34d49,c145ec3b-be98-47bf-a6da-6652be4786da,3f2f998a-e6e1-408a-9791-7cd9c3112f58,2024-12-03 17:50:34.087787,True
4ba2ce7a-ec84-4f8e-8bbe-7fdb8b805f28,54514284-13dd-4d3e-bfd2-135667f73699,c3eee4c8-ac6a-4ae2-b301-29325a04bc2d,2024-04-22 10:00:29.940793,False
eb8a4304-beaf-4ee2-b59b-af0a11230ba2,a40ffe14-ad40-4a60-a70f-add66e340a41,24bbb1a3-a5a0-4519-a6ad-ead77b5e79b9,2024-11-13 05:04:05.097702,False
ea4abcf2-9562-4763-8c61-9529b4cbdcd5,d889e09b-86db-417c-9e55-7ebf54469b85,014eeed9-1aba-4808-b1b7-45a5c1f06394,2024-05-06 04:20:49.518514,False
6d5aab2a-5f59-4041-af83-743a3b2d5d67,1a7d84a6-d9f1-4980-81cc-79d7b07911ef,f171e780-4b2c-4a96-a9e4-d8556205af83,2024-06-24 08:09:45.072457,True
6cd1e862-0df8-4d7a-9df9-326ec3dc8ace,5b1ecebf-bdb0-4f10-beaf-77befbb1216f,e9505502-0b3e-4de7-8249-f9f2a26fbcd0,2024-12-29 23:15:08.501945,True
e64f5159-c9f8-4c78-9146-f5af8496f506,2ba4780b-8d69-42ab-b41b-ea6700010daa,9aa5536b-9b9f-4a54-8494-01833a5248f4,2024-05-08 20:59:18.094374,False
e8a504bf-7c63-4498-b3dd-01b162b52b17,2bd7230e-2afd-43e4-9e7a-13eaf472f630,61a01e37-4d6b-4a2f-9367-0a11a1ff47b5,2024-12-10 19:33:13.657814,True
64fa7479-9042-400d-993a-35c7df117fdf,6387774a-c7c1-4602-9972-3e78e5dec958,cb29319a-5b34-4c9d-9b0b-5d69266b81d6,2024-12-19 09:44:41.386368,False
d55e7e67-f2b4-47a7-8139-d3b06805ddd2,9684f58b-e90e-497c-804d-65cdfc166ac3,855dd44e-3e83-47fb-8a76-bd4c2cf76954,2024-11-23 03:15:21.912324,False
78e56b59-063b-4bc8-87e6-ab369b75a9d1,e2ab12e6-ce85-4636-b19e-3e1886657d07,350f247a-d284-4e8a-9bb2-46e9f71d3ec4,2024-03-20 05:49:53.284251,False
0f2dff19-1c7e-4fc2-b240-caefd17c485c,3fc26c83-c236-4bbc-afbf-6ffad0568ed0,fc9cb229-89e4-4857-a500-d0928d6512d8,2024-03-01 08:42:46.822838,True
d59d60d5-3ccd-451e-b99f-656dcf90ec2d,516f05d4-d678-4f30-ab8b-9fee3eb34b48,cc172d8b-4d56-4605-aac7-c6e3d38a15d1,2024-05-16 08:33:02.879589,True
9e7f9275-23c3-403e-91bf-c22f1a8774b1,5e5dc0d5-7aac-48f0-9000-8f7517b372b0,b2035cba-40ce-4da0-add8-219c16d59af3,2024-03-15 11:23:23.890880,False
6a3cc17c-0461-46b5-93b0-83a99a96bf8b,b76913e0-8260-4588-91e5-153060ac66db,7587fd08-f78c-44bb-9fc7-fbda72d2c45b,2024-08-17 05:21:07.616533,False
da3c0c2b-7704-499e-ae52-0ac846ca4265,0f095e69-7d11-4656-9f5a-e6d58e470813,f1fd998f-1d85-4e43-a989-0b85267186ce,2024-03-22 07:08:09.003932,False
48d09941-e20a-4782-9f18-14a2b9cd9499,25b302ba-0c7b-489e-913c-83c62c8b0550,855dd44e-3e83-47fb-8a76-bd4c2cf76954,2024-05-02 12:21:05.096430,False
2a35c886-d773-40c4-a0ab-196d80210ccd,2e13fc59-079c-4e3c-81f1-d250187886d1,ddfd4950-1abe-48a9-8aa9-86e05afbd253,2025-01-08 17:21:15.217016,True
46c64a37-a46c-42f9-936a-ffb6d33d1ae6,759808e4-d19d-4af4-84ae-2558c4bd56fa,7f10fd8d-0112-436c-a253-9f12a0e8457e,2024-10-31 03:06:49.717941,False
08dea5d6-41fc-4918-968f-434270e2ece4,22db5fae-4128-446a-a5f6-47888c7c368c,5bcf1a76-947c-42c5-94a7-9d4f6209f87c,2024-05-29 00:33:12.839362,True
51a83de9-6828-491e-9af1-7d45ff54e14a,cf204cfa-8867-4558-8afa-8ea548a0e03e,b0707ea6-e99c-428d-bb68-b7bad410155d,2024-02-07 20:02:44.127859,False
1dd47cf9-b624-4f47-a4df-dfc467bc6d02,aa17e50a-46a4-4c9d-8bf5-181a91afa2c8,4d41bfaa-e553-40af-8ab3-177a8b3534b0,2024-10-04 04:00:48.929745,True
d1d3fe53-dbb2-4228-9aa4-fafa1235e90d,ec40f575-e36e-47db-ad2c-c46b8a8ee85a,37a3f2e7-8fac-4477-b956-25a4c3102b46,2024-04-21 05:16:35.047924,False
5ca98f3c-5f0a-49ed-8c31-24cf471e341a,2bd91f40-d4d6-482c-a91f-bca30db322bb,13985df9-dae8-4aa3-98e8-e81b24cd55c1,2024-04-30 06:16:32.413673,False
2073831f-8708-4b3e-b16b-8d7a64ed154b,86050e92-6786-4935-8ded-af8d3fbc3f2d,f4725d03-1476-47eb-af10-be2f55b868b6,2024-02-22 04:17:56.283865,False
c1ab44f0-b56d-4330-8a20-8d3909249145,412bd1ce-d702-4fed-9b35-2ad2c3b07b06,855dd44e-3e83-47fb-8a76-bd4c2cf76954,2024-09-10 16:28:18.005843,False
c8bc6bb7-0eef-4d16-85b7-4574da6a1357,f61f8a0f-a5db-4478-96ee-d04763cb413f,13985df9-dae8-4aa3-98e8-e81b24cd55c1,2024-07-16 23:43:37.361418,False
